timestamp_iso,attempt,elapsed_s,start_x,start_y,finish_x,finish_y,start_t,finish_t,status
2025-10-02T15:01:07,1,1227.723,19.345,1.170,0.159,1.099,1759405239.320,1759406467.044,finish
2025-10-02T15:35:28,2,1355.057,19.345,1.170,-0.131,-1.097,1759407173.196,1759408528.253,finish
2025-10-03T14:04:04,3,3086.458,19.345,1.170,-0.125,-1.100,1759486357.553,1759489444.011,finish
2025-10-03T17:07:15,4,2530.308,19.345,1.170,-0.082,-1.098,1759497905.199,1759500435.507,finish
2025-10-03T18:46:09,5,1942.442,19.345,1.170,0.090,-1.100,1759504426.657,1759506369.099,finish
2025-10-04T19:29:04,6,3592.012,19.345,1.170,-0.035,-1.099,1759591752.213,1759595344.225,finish
